timestamp,Active_Power,Wind_Speed,Weather_Temperature_Celsius,Global_Horizontal_Radiation,Wind_Direction,Weather_Daily_Rainfall,Max_Wind_Speed,Air_Pressure,Hail_Accumulation
1/12/2022 14:20,888.4258728,1.456666708,33.10333252,1044.139526,161.2333374,0,2.900000095,951.1900024,0
1/12/2022 14:25,903.4387093,2.636666775,33.48333359,1031.731323,164.9333344,0,6.599999905,951.1366577,0
1/12/2022 14:30,899.1328983,3.283333302,33.28333282,1023.443176,175.8666687,0,6.199999809,951.0933228,0
1/12/2022 14:35,897.7218094,3.25333333,33.10666656,1015.959106,219.7666626,0,6.599999905,951.1199951,0
1/12/2022 14:40,905.3619194,2.74000001,33.49666595,1004.928467,260.3999939,0,5.900000095,951.0700073,0
1/12/2022 14:45,905.8027287,1.803333282,33.76333237,990.8239136,188.6333313,0,4.400000095,950.9700317,0
1/12/2022 14:50,910.9078159,1.789999962,33.18666458,975.6244507,132.9666595,0,4.300000191,950.8933716,0
1/12/2022 14:55,930.7093239,1.573333383,32.79000092,962.5239868,111.5666656,0,3.200000048,950.7600098,0
1/12/2022 15:00,904.8999233,1.696666718,33.4766655,950.1015015,227.7333374,0,5.199999809,950.6966553,0
1/12/2022 15:05,949.6666431,3.403333187,33.74000168,939.0085449,198.5,0,7,950.6033325,0
1/12/2022 15:10,933.701004,2.289999962,33.31000137,925.9477539,182.5333405,0,4.800000191,950.5733032,0
1/12/2022 15:15,938.5745573,2.466666698,33.49000168,913.4918823,197.8333282,0,5,950.4466553,0
1/12/2022 15:20,898.2861195,2.013333321,33.81999969,899.5629272,285.9666748,0,4.300000191,950.3866577,0
1/12/2022 15:25,919.4594975,1.976666689,33.78666687,882.7762451,283.7666626,0,5,950.25,0
1/12/2022 15:30,930.3876286,2.373333216,34.07333374,867.8146973,282.6333313,0,5.199999809,950.2000122,0
1/12/2022 15:35,922.5813417,1.960000038,34.05666733,851.2628784,221.8666687,0,4.099999905,950.1699829,0
1/12/2022 15:40,934.9090672,2.553333282,33.73333359,836.3076782,191.8666687,0,5,950.0799561,0
1/12/2022 15:45,900.2080288,2.25333333,33.50333405,834.1524658,246.6000061,0,4.5,950.0033569,0
1/12/2022 15:50,934.4935789,1.546666622,34.04666519,841.4899292,245.5666656,0,3.700000048,949.9367065,0
1/12/2022 15:55,527.5752711,3.416666746,34.22333527,549.9833374,158.3999939,0,8.5,949.8633423,0
1/12/2022 16:00,598.3259954,2.180000067,33.31999969,654.6951904,143.2666626,0,4.400000095,949.8966675,0
1/12/2022 16:05,746.683033,1.203333378,33.40000153,420.1208801,101.8000031,0,2.900000095,949.8533325,0
1/12/2022 16:10,979.8944931,2.170000076,33.49333191,640.0167847,131.8333282,0,3.599999905,949.8300171,0
1/12/2022 16:15,931.3389044,2.453333378,33.77000046,827.145752,185.6333313,0,5.300000191,949.8733521,0
1/12/2022 16:20,871.9622469,2.073333263,33.74333191,724.0825195,163.1999969,0,4.300000191,949.8366699,0
1/12/2022 16:25,831.0085392,0.876666665,33.74333191,681.4242554,141.2666626,0,2.200000048,949.7966309,0
1/12/2022 16:30,799.4248724,1.293333292,34.39333344,655.9938354,239.6000061,0,2.299999952,949.7033691,0
1/12/2022 16:35,774.1213932,1.370000005,34.39333344,633.9879761,188.6999969,0,4.599999905,949.7000122,0
1/12/2022 16:40,743.8408947,1.600000024,33.8433342,613.4778442,195.7666626,0,3.599999905,949.6933594,0
1/12/2022 16:45,715.5701809,2.00999999,33.72000122,593.6715698,159.3333282,0,4.199999809,949.6500244,0
1/12/2022 16:50,689.5666184,1.409999967,33.60333252,573.7355347,131.3333282,0,3.299999952,949.5899658,0
1/12/2022 16:55,659.1648517,1.523333311,33.73666763,554.0914307,215.1333313,0,4.5,949.5233154,0
1/12/2022 17:00,629.9004049,1.470000029,33.97000122,533.3065186,171.1666718,0,4.5,949.5,0
1/12/2022 17:05,599.4729395,1.960000038,34.00333405,512.0535278,226.3000031,0,4.099999905,949.5,0
1/12/2022 17:10,568.5783749,2.200000048,33.93333435,492.4846802,187.9666595,0,3.299999952,949.5,0
1/12/2022 17:15,535.6229897,1.783333302,33.78666687,470.8399658,116.1333313,0,3.599999905,949.5133057,0
1/12/2022 17:20,498.6662273,1.796666622,33.7733345,449.2506104,110.6333313,0,4.300000191,949.4866943,0
1/12/2022 17:25,472.6265469,1.74666667,34.02000046,428.5101013,181.8333282,0,4.400000095,949.4866943,0
